,sentence,reject,CONFESSION,PUNISHMENT,CIRCUM_OFFENSE,GENERAL_CIRCUM,CIR_TYPE_WEP,CIR_HELD_WAY_WEP,CIR_AMMU_AMOUNT_WEP,CIR_PURPOSE,CIR_STATUS_WEP,REGRET,CIR_PLANNING,RESPO,CIR_OBTAIN_WAY_WEP,CIR_USE,CIR_MONEY_PAID_WEP
110,"חרף הקשיים שתוארו, ניכר, כי הנאשם מעוניין לתפוס מקום בתוך הקבוצה ובין חבריה, ומתאמץ להוות חלק פעיל בתוכה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
111,"לאור התרשמות שירות המבחן, כי הנאשם מנצל את ההזדמנות שניתנה לו, מקפיד להגיע למפגשים במועד ועל פי יכולתו להפיק מהם תועלת, סבור שירות המבחן, כי יש מקום לאפשר את המשך ההליך הטיפולי וכי במהלך הקשר הטיפולי, מניעיו החיצוניים של הנאשם לשיתוף פעולה, יהפכו לנזקקות אמיתית מתוך רצון לשינוי אורח חייו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
112,"אשר על כן, בא שירות המבחן בהמלצה להעמיד את הנאשם בצו מבחן למשך 18 חודשים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
113,"זאת ועוד, לאור התרשמות שירות המבחן, כי הנאשם זקוק לענישה מוחשית לשם הכרה בחומרת מעשיו, בא שירות המבחן בהמלצה, כי יושת על הנאשם עונש מאסר אשר ירוצה על דרך עבודות שירות, מאסר מותנה משמעותי ולתקופה ממושכת וחיובו בתשלום קנס ובחתימה על התחייבות כספית הולמת.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
114,"אינני רואה לחזור ולפרט את המעשים שביצע הנאשם ודי לי בהקשר זה, אם אפנה לעובדות כתב האישום המתוקן אשר פורטו בהרחבה לעיל ואשר מדברות הן בעד עצמן.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
115,"לצורך קביעת מתחם העונש ההולם, בית המשפט נדרש לבחינת הערך החברתי שנפגע מביצוע העבירות ומידת הפגיעה בו, מדיניות הענישה הנהוגה ובחינת הנסיבות הקשורות בביצוע העבירות.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
116,"לצורך קביעת העונש הראוי לנאשם, בית המשפט נדרש לבחינת הנסיבות אשר אינן קשורות בביצוע העבירות ובכלל זה נתוני העושה ונסיבותיו האישיות.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
117,"בנסיבות אלו, הרי שבאנו לקבוע, כי המעשים מהווים אירוע אחד בזיקה לדרישת הפסיקה בהקשר זה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
118,"באשר לערך החברתי שנפגע מביצוע העבירות ומידת הפגיעה בו, הרי שבית המשפט העליון עמד לא אחת על חומרתן של עבירות הנשק, המקימות סיכון ממשי וחמור לציבור ויוצרות פוטנציאל להסלמה עבריינית, תוך שהוא חוזר ומבהיר, כי חומרה זו מחייבת ליתן ביטוי עונשי הולם באמצעות הרחקת מבצעי העבירות לתקופת מאסר ממשית לריצוי בפועל.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
119,"בית המשפט העליון הבהיר עוד בפסיקתו האחרונה, במספר הזדמנויות, כי הגיעה העת להחמיר בעבירות הנשק.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
120,"למרבה הדאבה, תופעה זו היא נפוצה, ואת מחירה שילמו לא אחת בחייהם אנשים תמימים שלרוע מזלם נקלעו לזירה אלימה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
121,"בנסיבות אלו, הרי שהערכים החברתיים המוגנים שנפגעו מביצוע העבירות שביצע הנאשם הם ביטחון המדינה, שלום וביטחון הציבור והסדר הציבורי.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
122,"במעשי הנאשם, כפי שהם מקבלים את ביטויים בעובדות כתב האישום המתוקן, הרי שעשה הנאשם כדי לפגוע באופן משמעותי וממשי בערכים החברתיים המוגנים, כפי שפורטו לעיל.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
123,"בחינת מדיניות הענישה הנהוגה מעלה, כי במקרים דומים הוטלו על נאשמים עונשי  מאסר בפועל מאחורי סורג ובריח לתקופות משתנות.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
124,"בסקירת מדיניות הענישה הנהוגה, נתייחס ונביא פסקי דין רלוונטיים המתייחסים לשתי העבירות שביצע הנאשם, בזיקה לשוני העונשי באשר לשתי עבירות אלו, בהתאם לענישה הנוהגת.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
125,"עוד ראוי לציין את חלקו היחסי של הנאשם בביצוע העבירות, שעה שהעבירות בוצעו במלואן ע""י הנאשם והוא אחראי באופן מלא לתוצאותיהן.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,
126,"באשר לנזק שנגרם מביצוע העבירות, ראוי להדגיש, כי עבירות הנשק בכלל טומנות בחובן פוטנציאל למסוכנות מוחשית וממשית לשלום הציבור ולביטחונו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
127,"בנסיבות אלו, בזיקה לערכים החברתיים המוגנים שנפגעו מביצוע העבירות ומידת הפגיעה בהם, מדיניות הענישה הנהוגה והנסיבות הקשורות בביצוע העבירות, אני סבורה, כי מתחם העונש ההולם נע במקרה דנן בין 7 חודשי מאסר בפועל, לבין 30 חודשי מאסר בפועל, בצירוף עונשים נלווים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
128,"עתה עלינו לקבוע מהו העונש הראוי לנאשם בהתייחס למתחם העונש ההולם, כפי שקבענו לעיל.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
129,"בבוא בית המשפט לקבוע מהו העונש הראוי לנאשם, בית המשפט נדרש לבחינת הנסיבות אשר אינן קשורות בביצוע העבירות ובכלל זה, נתוני העושה ונסיבותיו האישיות.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
130,"סבורה אני, כי אין מקום במקרה דנן לסטות ממתחם העונש ההולם כפי שקבענו לעיל לחומרא או לקולא וכי יש לגזור את דינו של הנאשם בתוך מתחם העונש ההולם שקבענו לעיל.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
131,"יחד עם זאת נציין, כי עסקינן במי שהוא ""בגיר - צעיר"" כהגדרת בית המשפט העליון בסוגיה זו, על ההשלכות הרוחביות הקמות מכך.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
132,"בהקשר זה נציין, כי בעת ביצוע העבירות, היה הנאשם כבן 20 שנים וכי כיום, הנאשם הינו כבן 21 שנים.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,
133,"עוד יצוין האמור בתסקירי שירות המבחן שהוגשו בעניינו של הנאשם, אשר פורטו בהרחבה בליבת גזר דין זה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
134,"עוד תצוין התרשמות שירות המבחן, כי הנאשם רואה בהתנסויות פורצות גבול וחוק כ""חוויות והתנסויות"", שדרכן הנאשם לומד על עצמו ומפיק לקחים חשובים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
135,"במקביל, הנאשם התקשה לראות באפיק הטיפולי, הזדמנות נוספת ושונה שדרכה הוא עשוי ללמוד על עצמו בצורה בריאה ובטוחה יותר.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
136,"בסופו של יום כאמור, שירות המבחן התרשם בתסקירו הראשון, כי הסיכון להישנות התנהגות פורצת חוק הינו גבוה וכי הנאשם יתקשה להפיק תועלת מקשר טיפולי.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
137,"בנסיבות אלו, נמנע שירות המבחן מלבוא בהמלצה טיפולית בעניינו של הנאשם והמליץ, כי תוטל עליו ענישה מרתיעה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
138,"מנגד, יצוין האמור בשני התסקירים הנוספים שהוגשו בעניינו של הנאשם וביתר שאת, האמור בתסקיר האחרון והמסכם ואולם, גם בתסקיר זה, ציין שירות המבחן, כי הנאשם מתקשה לגעת בעולמו הרגשי ונוטה להגיב באופן אימפולסיבי בטרם ישקול את צעדיו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
139,"שירות המבחן התרשם, כי יש מקום לאפשר לנאשם להמשיך את ההליך הטיפולי וכי במהלך הקשר הטיפולי, מניעיו החיצוניים של הנאשם לשיתוף פעולה, יהפכו לנזקקות אמיתית מתוך רצון לשינוי אורח חייו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
140,"בנסיבות אלו, המליץ שירות המבחן להעמיד את הנאשם בצו מבחן לתקופה של 18 חודשים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
141,"זאת ועוד, נוכח התרשמות שירות המבחן, כי הנאשם זקוק לענישה מוחשית לשם הכרה בחומרת מעשיו, המליץ שירות המבחן, כי יושת על הנאשם מאסר אשר ירוצה על דרך עבודות שירות וכן מאסר מותנה, חיובו בתשלום קנס וחתימה על התחייבות כספית.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
142,"מהאמור לעיל עולה, כי גם עתה, לאחר ההזדמנויות שניתנו לנאשם ושני תסקירים נוספים ומשלימים שהוגשו בעניינו, עדיין עניין לנו בניצניו של הליך טיפולי, הנאשם עדיין מונע ממניעים חיצוניים לשיתוף פעולה ותקוות שירות המבחן היא, כי במהלך ההליך הטיפולי, אלה יהפכו לנזקקות אמיתית מתוך רצון לשינוי אורחות חייו של הנאשם.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
143,"גם לעת הזו, לאחר זמן ניכר, עדיין הנאשם מתקשה לגעת בעולמו הרגשי, נוטה להגיב באופן אימפולסיבי בטרם ישקול את צעדיו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
144,"עוד עולה, כי עד להסתבכותו של הנאשם במקרה דנן, ניהל הנאשם אורח חיים פרודוקטיבי ונורמטיבי ועשה לביתו ולפרנסתו.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
145,"עוד יצוינו נסיבותיו המשפחתיות והאישיות של הנאשם, הקורות אותו בתקופת נערותו ובהליך התבגרותו, בשים לב לקשיים בהתנהגות הנאשם, כפי שאלה פורטו בהרחבה וקיבלו את ביטויים בתסקיר הראשון שהוגש בעניינו.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
146,"עוד יצוין, כי בסופו של יום ולמרות הקשיים כפי שהם בוארו ופורטו בתסקירי שירות המבחן, הרי שהנאשם נרתם להליך טיפולי, הגיע באופן רציף למפגשים עם שירות המבחן ושיתף פעולה בהליך הטיפולי, למרות ההתרשמויות המקצועיות וניצניו של הליך, גם לעת הזו, כפי שהם מקבלים את ביטויים בתסקיר המשלים והסופי שהוגש.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
147,"כך יצוין, כי בסופו של יום, שירות המבחן מעריך, כי מניעיו החיצוניים של הנאשם לשיתוף פעולה, יהפכו במהלך ההליך הטיפולי לנזקקות אמיתית, מתוך רצון לשינוי אורחות חייו וכאמור, שירות המבחן בא בהמלצה להעמיד את הנאשם בצו מבחן לתקופה של 18 חודשים, זאת בצד מאסר אשר ירוצה על דרך עבודות שירות ועונשים נלווים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
148,"משכך, הרי שהמלצת שירות המבחן כוללת בחובה אפיק טיפולי שיקומי כצופה פני עתיד, בזיקה להערכותיו המקצועיות בהקשר זה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
149,"כך יצוינו טיעוני הנאשם ובא כוחו, כי הנאשם מעוניין  לשנות מדרכיו, להעלות את מתווה חייו על דרך המלך, לבנות בית ולהשיב את חייו למסלולם התקין.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
150,"טיעונים אלה ואמרות הנאשם, עולים בקנה אחד אף עם העולה מעדות אביו של הנאשם, אשר העיד כעד לעונש מטעם הנאשם ואשר פירט אודות השינוי שחל בהתנהגותו של הנאשם, ברצון הנאשם להשתלב בפרנסת הבית, לסייע לאביו, ובקשת אביו של הנאשם, לסייע לבנו ולנקוט כלפיו בדרך הרחמים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
151,"כך תצוין העובדה, כי הנאשם היה נתון במעצר מאחורי סורג ובריח משך תקופה של כ - 3 חודשים ולאחר מכן שהה משך תקופה ניכרת במעצר בית מלא לרבות איזוק אלקטרוני, על המשמעויות הקמות מכך ובשים לב לקשיים והמצוקות הנלווים לאלה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
152,"כך לא נעלמו מעיני, טיעוני ב""כ הנאשם, כי במסגרת שהיית הנאשם בתנאים מגבילים משך תקופה ניכרת, התאפשר לנאשם לצאת לקבלת טיפולים רפואיים, למפגשים עם שירות המבחן והוא הצדיק את האמון שניתן בו ולא נרשמה לחובתו הפרה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
153,"באתי למסקנה זו, נוכח מקבץ הנסיבות שפורטו לעיל ומבלי שניתן להתעלם מהאמור בתסקיר הראשון שהוגש בעניינו של הנאשם וההמלצה המובאת בסופו, כמו גם הערכת הסיכון כצופה פני עתיד והעובדה, כי גם בתסקיר המשלים והעדכני, עניין לנו אך בניצניו של שינוי והאמירות הסקפטיות שהובאו בהקשר זה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
154,"יחד עם זאת, סבורה אני, נוכח מהות המעשים שביצע הנאשם, קביעת מתחם העונש ההולם בעניינו ומיקום העונש הראוי לנאשם בתוך המתחם, כי יש להשית על הנאשם עונש מאסר בפועל אשר ירוצה מאחורי סורג ובריח וכי ענישה בדמות זו המומלצת ע""י שירות המבחן שעניינה עונש מאסר בפועל שירוצה על דרך עבודות שירות בצירוף העמדת הנאשם בצו מבחן ועונשים נלווים, תהא ענישה בלתי מידתית בנסיבות אלו ולא יהא בה כדי לעלות בקנה אחד עם מתחם העונש ההולם שקבענו לעיל ועם מיקום העונש הראוי לנאשם בתוך המתחם בזיקה למעשי הנאשם, לחומרה הגלומה בהם, הפסיקה הנוהגת והמחייבת בעבירות כגון דא, האמור בליבת תסקירי שירות המבחן שהוגשו בעניינו וההמלצה המובאת בסופם.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
155,"הדברים מקבלים משנה תוקף אף נוכח עמדתו העונשית של ב""כ הנאשם כפי שפורטה לעיל ואשר זו חורגת היא ואינה עולה בקנה אחד עם מתחם העונש ההולם שקבענו, עם מיקום העונש הראוי לנאשם בתוך המתחם, עם מדיניות הענישה הנהוגה ועם מקבץ ההנמקות שפורטו לעיל.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
