text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP
"ת:	ביקש ממני, לימדתי אותו.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"ת:	אני אומר, לפני יום הפיצוץ, לא לימדתי אף אחד ולא הכנתי לא בכלל שום מטען.",,,,,,,,,,,,,,,,,,
"ש:	וציון שרר, שמספר לנו שהוא ראה שאתה מכין ליסט, זה הגיוני, נכון להיות.",,,,,,,,,,,,,,,,,,
מכין שילדה?,,,,,,,,,,,,,,,,,,
"ת:	יכול להיות ראו אותי, אבל לא הרמתי אוטו זה.",,,,,,,,,,,,,,,,,,
"אבל יכול להיות עבר הרבה זמן, חודשיים שלוש לפני הפיצוץ.",,,,,,,,,,,,,,,,,,
"כב' הש' רוטלוי:	הוא אומר שכן, אבל חודשיים שלוש לפני.",,,,,,,,,,,,,,,,,,
"שלוש שבועות, שלוש חודשים.",,,,,,,,,,,,,,,,,,
"ת:	לא שילדה, באוטו הראיתי לו.",,,,,,,,,,,,,,,,,,
"ת:	לא זוכר בדיוק, לא זוכר.",,,,,,,,,,,,,,,,,,
עבר הרבה זמן.,,,,,,,,,,,,,,,,,,
"בסוברה כן, התמקדה המאשימה בניתוח היסוד הנפשי הדרוש לביצוע העבירות האלה, אך גם אם ניתוחה הולם, היא כשלה בהוכחת הקשר הסיבתי-העובדתי בין מעשי הנאשם על-פי עדותו ובין קרות הרצח מאחר ולא הוכיחה, כאמור, שביאליק, או מי מתלמידיו האחרים של הנאשם, גרם לפיצוץ במכוניתו של אילוז.",,,,,,,,,,,,,,,,,,
"גם באשר לעבירה של סיוע לרצח, אותו חלל שנפער בראיותיה, כמתואר בפרק מסקנות הביניים, לא התמלא - לא בעדות אילוז; לא באיכוני טלפונים סלולריים; לא באותם משפטים שהמאשימה מכנה בסיכומיה כהתבטאויות מפלילות מפי הנאשם (כשאמר לברכה בת/46: ""אני אתה יודע טוב כל הספור""; ""אני אין לי (ל""ב) אני לא חס וחלילה באתי אני בעצמי""; ""מה שקרה זה טעות שלהם""); לא בנטען בתצהיר הנאשם לבג""צ ת/55 (שלטעמי, כלל לא יכול להיחשב כהודייה של הנאשם, במובן לו מכוונת המאשימה בעמ' 312 לסיכומיה) ולא בעדות הנאשם בפנינו.",,,,,['לא'],,,,,,,,,,,,,
"אפילו יימצא מי שיאמר, שהוכח כדבעי שהנאשם רצה במותו של אילוז ושלצורך כך אף מסר למאן דהוא מטען נפץ, הרי כל עוד לא הוכח שאותו מאן דהוא היה המבצע העקרי של הרצח, לא ניתן לדעתי להרשיע את הנאשם בסיוע לאותו רצח.",,,,,,,,[],,,,,,,,,,
"אני משוכנעת שהנאשם צפה, עת הנחיל לאחרים את הידע האמור, שהמעשים בהם הודה עלולים להביא לנזקים בנפש ורכוש, לא רק למי שהנאשם או אחרים לא חפצו ביקרו, אלא גם לאזרחים תמימים.",,,,,['לא'],,,,,,,,,,,,,
"הודאתו במעשים אלה מעוררת תחושה חזקה שאכן היה מעורב, בדרך זו או אחרת, ברצח הנדון ומטילה עליו צל כבד.",,,,,['לא'],,,,,,,,,,,,,
"בסעיף 5 לכתב האישום נטען, כי הנאשם ביחד עם ביאליק ובנוכחות גילקארוב, הכין במוסך ביתו, מטען חבלה שהכיל לבנות חבלה, כדור 40 מ""מ מקל""ר כאשר לאלה קשור נפץ של כפתור וסוללה V9 וכל אלה מחוברים לחוט דיג וקרס.",,,,,,,['מטען חבלה'],,,,,,,,,,,
"הנאשם הודה בפנינו (כפי שצוטט לעיל), כי לימד את ביאליק ואחרים להכין מטען נפץ ואיך לפוצצו, כי בתום ""השיעור"" פרק את המטען והחביא אותו בביתו, כי ידע שתלמידיו מתכוונים להשתמש בידע שקיבלו ממנו לצורך הפחדה ואזהרה וכי למחרת הרצח חשד בביאליק ובאחרים שעשו בידע שנתן להם שימוש לרצח זה.",,,,,['כן'],,,[],,,,,,,,[],,
משמע הודה הנאשם שבכח מטען נפץ שלימד להכין ולפוצץ היה להזיק ולהמית אדם.,,,,,['לא'],,,,,,,,,,,,,
"היות והנאשם הודה בעדותו שלימד אחרים כיצד להכין מטען ולהפעיל מטען נפץ ולא טען שהמטען היה ברשותו כדין, המטען המדובר עונה על הגדרת המונח ""נשק"" בסעיף 144 לחוק לפיו:",,,,,['לא'],,,,,,,,,,,,,
"(ו)	כלי שמסוגל לירות כדור, קלע, פגז, פצצה או כיוצא באלה, שבכוחם להמית אדם, וכולל חלק, אבזר ותחמושת של כלי כזה;....",,,,,,,,,,,,,,,,,,
"היות והנאשם הודה שבכח מטען הנפץ להזיק ואף להמית, כפי שהוסבר לעיל, וכי לאחר ""השעור"" שערך במוסך פרק את המטען והחביאו בביתו, נתקיימו יסודות העבירה של החזקת נשק עפ""י הרישא של סעיף 144(א) לחוק ואשמתו של הנאשם בעבירה זו הוכחה.",,,,,['כן'],,,,,,,,,,,,,
"הנאשם הודה בעדותו שידע וצפה, כי הידע שהוא הנחיל לאחרים ישמש להפחדה ואזהרה, והוסיף והודה שחשד בביאליק ובאחרים שהשתמשו בידע זה לשם הרצח.",,,,,['לא'],,,,,,,,,,,,,
"מכאן, שהנאשם צפה את האפשרות, שהמעשים בהם הודה עלולים לשמש במישרין או בעקיפין לבצוע פשע או להקלה על ביצועו.",,,,,['לא'],,,,,,,,,,,,,
"על כן, הוכחה אשמתו גם בעבירה של מתן אמצעים ובצוע פשע בניגוד לסעיף 498 לחוק.",,,,,['לא'],,,,,,,,,,,,,
"אי הבאתו של ביאליק לעדות בפנינו – אף אני אינני מקבל טענת ב""כ המאשימה שעל הנאשם היה להביא את ביאליק לעדות שכן הכתוב בכתב האישום המתוקן נ/26 שהוגש נגד ביאליק, אשר בעובדותיו הודה בפני ההרכב האחר ואשר אומץ ע""י ב""כ המאשימה גם בתיק שבפנינו, אינו עולה בקנה אחד עם מה שיוחס ועדיין מיוחס לביאליק בסעיפים 5 ו-7 לכתב האישם שבפנינו.",,,,,['לא'],,,,,,,,,,,,,
"אמנם, משפטו של ביאליק טרם הסתיים, אך המאשימה, שנטל ההוכחה מוטל עליה, היתה יכולה לבקש את העדתו כעד הזמה מטעמה לאחר שהודה בעובדות כתב האישום המתוקן, כאמור, חרף ""הלכת קינזי"" ומשלא עשתה כן פועל הדבר לחובתה.",,,,,['לא'],,,,,,,,,,,,,
"אינני מעז להעלות על דעתי שהעיכוב נעשה על מנת שביאליק לא יוכל להעיד בפנינו מטעם המאשימה, או למצער שלא ייטען כנגד המאשימה על כך שנמנעה מהעדתו, כאמור, שכן אם זו סיבת העיכוב מדובר בהתנהגות לא נאותה, בלשון המעטה, של המאשימה.",,,,,,,,,,,,,,,,,,
